word,node_id
Pyraclostrobin	,849
Dialios	,850
Dimethoate	,851
Ethyl	,852
parathion	,853
Deltamethrin	,854
Difenoconazole	,855
carbendazim	,856
Lambda	,857
Alpha	,858
Continued	,859
Acetamiprid	,860
Epoxiconazole	,861
Triadimefo	,862
Triﬂumizole	,863
Uniconazole	,864
Thiacloprid	,865
Ebuconazole	,866
Cyprodinil	,867
Tolyﬂuanid	,868
Atrazine	,869
Carbaryl	,870
parasite	,871
Nosema	,872
ceranae	,873
Beyond	,874
nutritional	,875
phytochemicals	,876
containing	,877
added	,878
upregulates	,879
encode	,880
fructose	,881
corn	,882
syrup	,883
Constituents	,884
upregulate	,885
CYP9Q	,886
several	,887
active	,888
inducers	,889
derives	,890
grains	,891
pinocembrin	,892
pinobanksin	,893
ether	,894
derive	,895
lining	,896
stored	,897
Fourteen	,898
metabolizing	,899
glutamyltran	,900
speptidase	,901
Adding	,902
"%,	",903
demon	,904
strating	,905
role	,906
Schmehl	,907
et	,908
al	,909
showed	,910
evident	,911
importance	,912
dietary	,913
regulating	,914
raises	,915
involving	,916
replacing	,917
foods	,918
artiﬁcial	,919
substitutes	,920
Genome	,921
immunity	,922
conse	,923
quence	,924
eusociality	,925
cooperative	,926
behavioral	,927
defenses	,928
parasites	,929
pathogens	,930
fever	,931
kill	,932
bacteria	,933
collection	,934
antimicrobi	,935
plant	,936
resins	,937
removal	,938
diseased	,939
collectively	,940
comprise	,941
reliance	,942
encoded	,943
physiological	,944
Whether	,945
beha	,946
viors	,947
comparably	,948
leading	,949
compensating	,950
received	,951
attention	,952
Behav	,953
ioral	,954
reduce	,955
selective	,956
foraging	,957
detection	,958
avoidance	,959
nectars	,960
pollens	,961
cultur	,962
fungi	,963
microbes	,964
beebread	,965
signiﬁcantly	,966
concentration	,967
enzy	,968
matic	,969
sorts	,970
traditional	,971
scheme	,972
Figure	,973
perennial	,974
nature	,975
colonies	,976
necessitate	,977
broad	,978
diversity	,979
ﬂower	,980
encounter	,981
tudinous	,982
environmental	,983
chemical	,984
signals	,985
extent	,986
detect	,987
prior	,988
inges	,989
avoid	,990
remains	,991
uncertain	,992
Bees	,993
collect	,994
suggesting	,995
inability	,996
phenomenon	,997
entombed	,998
whereby	,999
seal	,1000
fungicide	,1001
sug	,1002
gests	,1003
recognize	,1004
contaminants	,1005
responses	,1006
idiosyn	,1007
cratic	,1008
dose	,1009
avoiding	,1010
certain	,1011
paradoxical	,1012
preferences	,1013
neurotoxic	,1014
caffeine	,1015
Even	,1016
cannot	,1017
taste	,1018
reject	,1019
post	,1020
ingestive	,1021
malaise	,1022
allows	,1023
learn	,1024
cues	,1025
adverse	,1026
amyg	,1027
dalin	,1028
almond	,1029
ﬂoral	,1030
resources	,1031
utilized	,1032
opportunities	,1033
mechanism	,1034
generalist	,1035
solitary	,1036
Osmia	,1037
cornuta	,1038
exam	,1039
Ranunculus	,1040
acris	,1041
becomes	,1042
essentially	,1043
nontoxic	,1044
admixture	,1045
collecting	,1046
multiple	,1047
similarly	,1048
dilutes	,1049
assessed	,1050
degraded	,1051
unexplored	,1052
Nectar	,1053
phenolics	,1054
decrease	,1055
curing	,1056
temperatures	,1057
8C	,1058
incorporation	,1059
glucose	,1060
oxidase	,1061
incipient	,1062
converting	,1063
gluconic	,1064
ering	,1065
pH	,1066
symbiotic	,1067
beneﬁt	,1068
mutualistic	,1069
product	,1070
Aspergillus	,1071
dominate	,1072
community	,1073
ripening	,1074
Many	,1075
opportunistic	,1076
produce	,1077
degrade	,1078
produced	,1079
lignin	,1080
degradation	,1081
thus	,1082
phenolic	,1083
associations	,1084
rather	,1085
bioactivation	,1086
aﬂatoxins	,1087
Aﬂatoxin	,1088
increases	,1089
consume	,1090
suggestive	,1091
adaptation	,1092
mycotoxin	,1093
As	,1094
resinous	,1095
material	,1096
line	,1097
induces	,1098
survival	,1099
cohabitation	,1100
During	,1101
exploit	,1102
spectrum	,1103
detoxiﬁcative	,1104
much	,1105
yeasts	,1106
Lasioderma	,1107
serricorne	,1108
con	,1109
tribute	,1110
Genomes	,1111
hosts	,1112
often	,1113
lose	,1114
amino	,1115
acids	,1116
endosymbionts	,1117
association	,1118
symbiont	,1119
contributing	,1120
lead	,1121
host	,1122
Atta	,1123
echiniator	,1124
leaf	,1125
cutter	,1126
ant	,1127
example	,1128
pos	,1129
sesses	,1130
fewer	,1131
ants	,1132
lacking	,1133
symbionts	,1134
dependence	,1135
behaviorally	,1136
processes	,1137
mutualisms	,1138
If	,1139
case	,1140
widespread	,1141
contamination	,1142
beehives	,1143
profound	,1144
implications	,1145
health	,1146
beyond	,1147
direct	,1148
Implications	,1149
management	,1150
How	,1151
complement	,1152
considerable	,1153
insuring	,1154
sustainability	,1155
apiculture	,1156
consequently	,1157
overall	,1158
enterprise	,1159
U	,1160
possibility	,1161
enzymatic	,1162
euso	,1163
cial	,1164
intake	,1165
ity	,1166
estimating	,1167
risks	,1168
expo	,1169
sure	,1170
limits	,1171
landscapes	,1172
vast	,1173
majority	,1174
managed	,1175
use	,1176
Acknowledgements	,1177
We	,1178
thank	,1179
Dr	,1180
Terry	,1181
Harrison	,1182
reviewing	,1183
manuscript	,1184
editors	,1185
invitation	,1186
topic	,1187
patience	,1188
waiting	,1189
completion	,1190
Preparation	,1191
supported	,1192
USDA	,1193
Agriculture	,1194
Food	,1195
Research	,1196
Initiative	,1197
References	,1198
recommended	,1199
reading	,1200
Papers	,1201
interest	,1202
within	,1203
period	,1204
highlighted	,1205
special	,1206
outstanding	,1207
Claudianos	,1208
C	,1209
Ranson	,1210
H	,1211
RM	,1212
Biswas	,1213
Schuler	,1214
MA	,1215
MR	,1216
Feyereisen	,1217
Oakeshott	,1218
JG	,1219
Lipophilic	,1220
Electrophilic	,1221
Hydrophilic	,1222
Conjugated	,1223
Behavioral	,1224
glucuronide	,1225
formation	,1226
sulfate	,1227
conjugatio	,1228
Uridine	,1229
′-	,1230
diphospho	,1231
glucuronosyl	,1232
UGT	,1233
transaminases	,1234
Epoxide	,1235
hydrolases	,1236
cyclohydrolases	,1237
PHASE	,1238
Schematic	,1239
phase	,1240
proposed	,1241
eliminate	,1242
consumption	,1243
Molec	,1244
Biol	,1245
collapse	,1246
laundering	,1247
problems	,1248
setting	,1249
Proc	,1250
Am	,1251
Phil	,1252
Soc	,1253
press	,1254
Sehlmeyer	,1255
Wang	,1256
L	,1257
Langel	,1258
Heckel	,1259
DG	,1260
Mohagheghi	,1261
Petschenka	,1262
G	,1263
Ober	,1264
Flavin	,1265
new	,1266
Arctiids	,1267
Lepidoptera	,1268
PLoS	,1269
ONE	,1270
e10435	,1271
Xu	,1272
J	,1273
Strange	,1274
JP	,1275
Welker	,1276
DL	,1277
James	,1278
RR	,1279
North	,1280
bumble	,1281
Apidae	,1282
BMC	,1283
Genom	,1284
authors	,1285
construct	,1286
transcriptome	,1287
hymenopteran	,1288
shed	,1289
light	,1290
forces	,1291
To	,1292
insure	,1293
comprehensive	,1294
mRNA	,1295
extracted	,1296
life	,1297
stages	,1298
castes	,1299
cDNA	,1300
subjected	,1301
pyrosequencing	,1302
Over	,1303
tories	,1304
Similarities	,1305
numbers	,1306
indicate	,1307
closely	,1308
se	,1309
Heidel	,1310
Fischer	,1311
Vogel	,1312
Molecular	,1313
secondary	,1314
Curr	,1315
Opin	,1316
Sci	,1317
Ahn	,1318
SJ	,1319
Comparative	,1320
analysis	,1321
glycosyltransferase	,1322
multigene	,1323
Biochem	,1324
Mol	,1325
Dermaauw	,1326
W	,1327
Van	,1328
Leeuwen	,1329
T	,1330
arthropods	,1331
comparative	,1332
genomics	,1333
insecticide	,1334
CYP	,1335
Biology	,1336
Biochemistry	,1337
Gilbert	,1338
LI	,1339
Mao	,1340
Rupasinghe	,1341
Quercetin	,1342
Comp	,1343
Physiol	,1344
Toxicol	,1345
Pharmacol	,1346
Dahlgren	,1347
Siegfried	,1348
BD	,1349
Ellis	,1350
MD	,1351
Acaricide	,1352
e54092	,1353
performed	,1354
large	,1355
laboratory	,1356
bioassays	,1357
convincingly	,1358
assumed	,1359
routinely	,1360
synergistically	,1361
cause	,1362
signiﬁcant	,1363
mortality	,1364
would	,1365
breathtaking	,1366
work	,1367
takes	,1368
real	,1369
world	,1370
urgency	,1371
view	,1372
ubiquitous	,1373
occurrence	,1374
study	,1375
insight	,1376
idea	,1377
uniquely	,1378
espe	,1379
cially	,1380
risk	,1381
combination	,1382
considered	,1383
designing	,1384
Iwasa	,1385
Motoyama	,1386
Ambrose	,1387
JT	,1388
Roe	,1389
Mechanism	,1390
differential	,1391
Crop	,1392
Protect	,1393
Niu	,1394
amelioration	,1395
Apidologie	,1396
Sadd	,1397
BM	,1398
Barribeau	,1399
SM	,1400
Bloch	,1401
de	,1402
Graaf	,1403
DC	,1404
Dearden	,1405
Elsik	,1406
CG	,1407
Gadau	,1408
Grimmelikhuijzen	,1409
CJP	,1410
Hasselmann	,1411
Lozier	,1412
JD	,1413
key	,1414
primitive	,1415
organisation	,1416
Pollock	,1417
HS	,1418
Ecologically	,1419
appropriate	,1420
induce	,1421
e31051	,1422
Natl	,1423
Acad	,1424
USA	,1425
Boncristianai	,1426
Underwood	,1427
Schwarz	,1428
Pettis	,1429
vanEngelsdorp	,1430
Direct	,1431
pathogen	,1432
loads	,1433
expression	,1434
DR	,1435
Teal	,1436
PEA	,1437
Frazier	,1438
JL	,1439
CM	,1440
interaction	,1441
investigated	,1442
Extended	,1443
maturation	,1444
investigators	,1445
examined	,1446
whether	,1447
source	,1448
inﬂuenced	,1449
found	,1450
tolerant	,1451
protective	,1452
fact	,1453
results	,1454
additional	,1455
considering	,1456
impacts	,1457
Carvalho	,1458
Belzunces	,1459
LP	,1460
GA	,1461
Brunet	,1462
Badiou	,1463
Beneteau	,1464
biomarkers	,1465
assess	,1466
Environm	,1467
Chem	,1468
Mediation	,1469
Econ	,1470
Entomol	,1471
Honey	,1472
constituents	,1473
regulate	,1474
speciﬁc	,1475
fractionated	,1476
extracts	,1477
highly	,1478
effective	,1479
derived	,1480
constituent	,1481
cell	,1482
walls	,1483
common	,1484
RNA	,1485
seq	,1486
inducer	,1487
revealed	,1488
universal	,1489
every	,1490
surprisingly	,1491
nutra	,1492
ceutical	,1493
suggests	,1494
replacement	,1495
sugar	,1496
sub	,1497
stitutes	,1498
compromise	,1499
ability	,1500
contend	,1501
Ketterman	,1502
AJ	,1503
Saisawang	,1504
Wongsantichon	,1505
Drug	,1506
Metab	,1507
Rev	,1508
Nielsen	,1509
SA	,1510
Brødsgaard	,1511
CJ	,1512
Hansen	,1513
Effects	,1514
diferent	,1515
treated	,1516
Altern	,1517
Lab	,1518
Anim	,1519
Ma	,1520
Hm	,1521
Ahwn	,1522
Guo	,1523
Y	,1524
ZangF	,1525
Shao	,1526
Q	,1527
Zaohua	,1528
disease	,1529
digestive	,1530
ligustica	,1531
Acta	,1532
Sin	,1533
Yan	,1534
Jia	,1535
Gao	,1536
X	,1537
B	,1538
Identiﬁcation	,1539
organization	,1540
transferase	,1541
Cell	,1542
Stress	,1543
Chaperones	,1544
Zhang	,1545
Lu	,1546
Li	,1547
characterization	,1548
Hawthorne	,1549
DJ	,1550
Dively	,1551
GP	,1552
Killing	,1553
kindness	,1554
medications	,1555
efﬂux	,1556
endanger	,1557
e26796	,1558
MC	,1559
Is	,1560
Pest	,1561
Manage	,1562
Mullin	,1563
CA	,1564
Ashcraft	,1565
Simonds	,1566
JS	,1567
High	,1568
miticides	,1569
agrochemicals	,1570
apiaries	,1571
e9754	,1572
Wu	,1573
JY	,1574
Anelli	,1575
Sheppard	,1576
WS	,1577
Sub	,1578
lethal	,1579
worker	,1580
e14720	,1581
Glavan	,1582
Bozic	,1583
synergy	,1584
Slov	,1585
Zhu	,1586
Four	,1587
mixtures	,1588
formulation	,1589
solvent	,1590
environment	,1591
oral	,1592
e77547	,1593
arising	,1594
binary	,1595
osten	,1596
sibly	,1597
previously	,1598
tested	,1599
mixture	,1600
chlorothalonil	,1601
another	,1602
ﬁnding	,1603
reported	,1604
paper	,1605
inert	,1606
pyrrolidone	,1607
Collectively	,1608
vides	,1609
supportive	,1610
heightened	,1611
inform	,1612
Derecka	,1613
K	,1614
Blythe	,1615
MJ	,1616
Malla	,1617
Genereux	,1618
DP	,1619
Guffanti	,1620
Pavan	,1621
Moles	,1622
Snart	,1623
Ryder	,1624
Ortori	,1625
Transient	,1626
affects	,1627
metabolic	,1628
networks	,1629
One	,1630
e68191	,1631
effectively	,1632
whole	,1633
sequencing	,1634
Seq	,1635
compare	,1636
free	,1637
imidacloprid	,1638
widely	,1639
differentially	,1640
tran	,1641
scripts	,1642
expected	,1643
encoding	,1644
coupled	,1645
downregulation	,1646
glycolytic	,1647
compelling	,1648
energetic	,1649
developmental	,1650
chronic	,1651
adds	,1652
dimension	,1653
Wahl	,1654
O	,1655
Ulm	,1656
Inﬂuence	,1657
condition	,1658
carnica	,1659
Oecologia	,1660
Archer	,1661
CR	,1662
Pirk	,1663
CWW	,1664
Wright	,1665
Nicolson	,1666
SW	,1667
African	,1668
interacting	,1669
Funct	,1670
Ecol	,1671
toxicology	,1672
Ann	,1673
Cremer	,1674
Armitage	,1675
Schmid	,1676
Hempel	,1677
R693	,1678
R702	,1679
Wilson	,1680
MB	,1681
Spivak	,1682
Hegeman	,1683
AD	,1684
Rendahl	,1685
Cohen	,1686
Metabolomics	,1687
reveals	,1688
origin	,1689
antimicrobial	,1690
collected	,1691
e77512	,1692
DonovanL	,1693
Tarpy	,1694
Hayes	,1695
Jr	,1696
Entombed	,1697
Invert	,1698
Pathol	,1699
Irwin	,1700
RE	,1701
Cook	,1702
Richardson	,1703
LL	,1704
Manson	,1705
Gardner	,1706
Secondary	,1707
rewards	,1708
rangeland	,1709
plants	,1710
Agric	,1711
Hurst	,1712
V	,1713
Stevenson	,1714
PC	,1715
Toxins	,1716
behaviour	,1717
Neuroethol	,1718
Sensor	,1719
Neural	,1720
question	,1721
increasing	,1722
systemic	,1723
contaminate	,1724
apparently	,1725
determined	,1726
tasted	,1727
symptoms	,1728
locomotory	,1729
difﬁculties	,1730
reac	,1731
choice	,1732
mammals	,1733
demonstrating	,1734
existence	,1735
clariﬁes	,1736
associative	,1737
olfactory	,1738
conditioning	,1739
reducing	,1740
environ	,1741
mental	,1742
Eckhardt	,1743
Haider	,1744
Dorn	,1745
Mueller	,1746
strategy	,1747
mitigate	,1748
unfavourable	,1749
properties	,1750
generalists	,1751
combining	,1752
Previous	,1753
shown	,1754
bining	,1755
virtue	,1756
nutri	,1757
tious	,1758
shows	,1759
generalized	,1760
ameliorate	,1761
means	,1762
megachilid	,1763
suggest	,1764
Liu	,1765
FL	,1766
He	,1767
JZ	,1768
Fu	,1769
WJ	,1770
Highly	,1771
controlled	,1772
nest	,1773
homeostasis	,1774
helps	,1775
deactivate	,1776
Naturwissenschaften	,1777
Engel	,1778
Martinson	,1779
VG	,1780
Moran	,1781
NA	,1782
Functional	,1783
simple	,1784
microbiota	,1785
AK	,1786
impact	,1787
utilization	,1788
Ecology	,1789
Gilliam	,1790
Prest	,1791
DB	,1792
Lorenz	,1793
BJ	,1794
Microbiology	,1795
bread	,1796
taxonomy	,1797
enzymology	,1798
molds	,1799
Apidology	,1800
pathogenic	,1801
microﬂora	,1802
FEMS	,1803
Lett	,1804
Zhou	,1805
Z	,1806
Ye	,1807
Chen	,1808
Tao	,1809
Solid	,1810
state	,1811
Ginkgo	,1812
biloba	,1813
residue	,1814
optimal	,1815
production	,1816
cellulase	,1817
protease	,1818
using	,1819
